 -5.0511945e-001  2.9186603e-001 -9.8888291e-001 -1.4473684e-001 -9.8497897e-001 -9.4450736e-001 -8.7894908e-001  5.7834758e-001 -3.1590656e-001  4.7222222e-001 -8.5244885e-001 -2.5908447e-001  2.3383085e-001 -2.7834057e-001 -9.5943613e-001 -9.8095035e-001 -8.9797344e-001 -9.5930376e-001 -8.2625408e-001 -9.9740428e-001 -9.9061096e-001 -9.6027773e-001 -6.0944206e-001 -7.0760234e-001 -8.6031623e-001 -9.8298703e-001 -9.3794579e-001 -8.3989835e-001 -9.9116781e-001 -9.3053512e-001 -9.3380783e-001 -9.3820505e-001 -9.4161677e-001 -9.6868476e-001 -9.4127378e-001 -8.9764394e-001 -8.0921758e-001 -9.8764685e-001 -9.8730345e-001 -5.9860248e-001  1.7073171e-001 -3.9493820e-001 -7.6096303e-001 -8.2491803e-001 -5.7076978e-001 -9.9372951e-001 -9.7420395e-001 -9.7420395e-001 -8.5255114e-001  5.2572846e-001 -5.0114767e-001  2.5339926e-001 -9.7809798e-001 -9.1703270e-001 -8.9215338e-001  3.7390213e-001 -8.0040733e-001 -8.0040733e-001 -8.2775120e-001 -9.3439690e-001 -7.1663379e-001 -6.5861514e-001 -5.2104148e-001 -4.9367089e-001  6.1994609e-002 -1.4871795e-001 -9.4450736e-001 -6.4933495e-001 -7.2972973e-001 -8.6083053e-001  6.5073041e-002 -9.3743782e-001 -9.9725149e-001 -9.5198791e-001 -5.5288243e-001 -9.2031873e-001 -9.2390615e-001 -9.9062300e-001 -9.7081841e-001 -9.7632459e-001 -9.4539383e-001 -9.9307734e-001 -9.9128738e-001 -8.7651389e-001 -6.1746362e-001 -9.7303371e-001  2.8923921e-001 -4.1740675e-001  1.1567164e-001 -8.3713355e-001  4.0816327e-001 -9.7013554e-001 -9.8373199e-001 -2.0140987e-001 -9.4572138e-001 -8.1398702e-001 -9.7259547e-001 -8.1146803e-001  1.0000000e+000
 -7.1672355e-001  4.8325359e-001 -2.3399677e-001 -4.1666667e-002 -4.3460845e-001  1.9328048e-001 -8.7440804e-001 -6.7378917e-001 -3.9432703e-001  8.8398693e-001 -8.4066956e-001  6.8853233e-001 -5.1409619e-001 -1.6642547e-001 -9.7266973e-001 -1.0000000e+000 -9.2173305e-001 -9.7336388e-001 -9.2004613e-001 -9.7404283e-001 -9.6619945e-001 -9.4800581e-001 -6.8240343e-001 -7.4139051e-001 -8.5740615e-001 -9.8298703e-001 -9.8145506e-001 -8.3989835e-001 -9.7487733e-001 -9.7351506e-001 -9.7338078e-001 -9.8187831e-001 -9.7892676e-001 -7.1189979e-001 -1.0000000e+000 -9.1189473e-001 -8.0192926e-001 -9.7953252e-001 -9.5409708e-001 -6.4052795e-001  8.5365854e-002  1.0653325e-001 -6.5950129e-001 -9.6213115e-001 -5.7750976e-001 -9.8546387e-001 -9.7541314e-001 -9.7541314e-001 -8.7412902e-001  2.8890267e-001 -5.0267789e-001  2.9295426e-001 -9.1700288e-001 -8.7408492e-001 -8.9798677e-001  1.9698871e-001 -7.2475996e-001 -7.2475996e-001 -8.2514137e-001 -9.5497242e-001 -7.5542406e-001 -6.1352657e-001 -4.8531638e-001 -3.4637514e-001  1.2129380e-001  4.9572650e-002  1.9328048e-001 -5.9129383e-001  4.1081081e-001 -3.7598204e-001  4.1168659e-002 -9.3003542e-001 -9.6976638e-001 -9.7070449e-001 -5.4652746e-001 -9.1235060e-001 -9.6005073e-001 -9.9112027e-001 -9.5689083e-001 -9.8090125e-001 -9.8742880e-001 -9.9188751e-001 -9.8747561e-001 -8.9646165e-001 -6.1330561e-001 -6.7490637e-001 -3.5503770e-001 -2.3978686e-001  4.8880597e-001 -4.5276873e-001  1.2536443e-001 -9.4946014e-001 -9.7063487e-001 -3.1117825e-001 -9.5511402e-001 -8.6445566e-001 -9.9222065e-001 -9.3095167e-001  1.0000000e+000
 -4.7098976e-001  4.0191388e-001 -7.2494172e-001 -5.9210526e-002 -3.1704386e-001 -7.8331446e-001 -8.8452806e-001 -5.8831909e-001  8.4593993e-001  3.9379085e-001  1.0000000e+000  5.4270882e-002 -3.5820896e-001 -7.6700434e-002 -9.4979862e-001 -9.9595594e-001 -8.7700908e-001 -9.7128090e-001 -8.7353450e-001 -9.8887550e-001 -9.7089397e-001 -9.7061198e-001 -6.5236052e-001 -7.4269006e-001 -8.5915220e-001 -9.8326593e-001 -9.1512125e-001 -7.1029225e-001 -9.8763494e-001 -9.7669016e-001 -9.7124555e-001 -9.8930821e-001 -9.4345923e-001 -7.9540710e-001 -9.7132617e-001 -8.9733188e-001 -7.9592712e-001 -9.8631464e-001 -9.8105284e-001 -6.2888199e-001  1.8699187e-001 -7.0041201e-002 -6.8873603e-001 -9.8147541e-001 -6.3604115e-001 -9.8403876e-001 -9.5808142e-001 -9.5808142e-001 -8.4356035e-001  4.5009299e-001 -9.8699311e-002  3.3827771e-001 -8.9510086e-001 -8.7798926e-001 -8.9869816e-001  1.6813049e-001 -7.0128989e-001 -7.0128989e-001 -8.7733797e-001 -9.4781571e-001 -7.3044050e-001 -7.0370370e-001 -4.5746291e-001 -3.3026467e-001  1.8867925e-002 -3.5897436e-002 -7.8331446e-001 -5.2841596e-001 -3.6756757e-001 -6.6554433e-001  2.1691014e-002 -9.3083138e-001 -9.9129638e-001 -8.2864450e-001 -5.3654108e-001 -9.1808765e-001 -8.9790742e-001 -9.9211480e-001 -9.7585887e-001 -9.7509241e-001 -8.8941269e-001 -9.8388318e-001 -9.9056133e-001 -8.9598670e-001 -6.5904366e-001 -7.9325843e-001  3.6840302e-001 -3.5701599e-001  4.0671642e-001 -8.1758958e-001  3.5276968e-001 -9.3705490e-001 -9.7835528e-001 -2.9506546e-001 -7.3899300e-001 -7.9379957e-001 -9.6287129e-001 -7.7304113e-001  1.0000000e+000
 -3.0034130e-001  3.7320574e-001 -4.2621481e-001  1.6666667e-001  1.4340076e-001 -2.9596074e-001 -8.9750243e-001 -6.7948718e-001 -3.0589544e-001  2.7287582e-001 -7.4767514e-001 -2.9400661e-001 -2.1890547e-001 -2.3010130e-001 -7.8826237e-001 -9.1975736e-001 -8.3927323e-001 -8.8353534e-001 -8.4508937e-001 -9.4066932e-001 -9.4366575e-001 -9.4735992e-001 -5.4506438e-001 -7.2579597e-001 -8.5139199e-001 -9.8242923e-001 -9.3366619e-001 -8.1448539e-001 -9.2247301e-001 -9.3185162e-001 -4.7886121e-001 -8.2684728e-001 -7.1153846e-001 -8.5386221e-001 -8.4642956e-001 -9.1501534e-001 -7.5262594e-001 -9.9176456e-001 -9.7011427e-001 -6.2500000e-001  1.2601626e-001 -1.7245438e-001 -6.8357696e-001 -6.5377049e-001 -6.4100745e-001 -8.0818013e-001 -9.5848448e-001 -9.5848448e-001 -8.3052371e-001  2.9820211e-001 -2.4713083e-001  4.8248867e-001 -8.6743516e-001 -8.4089800e-001 -8.9144199e-001  1.5683814e-001 -6.3572883e-001 -6.3572883e-001 -8.4341018e-001 -9.0368272e-001 -7.6331361e-001 -4.4605475e-001 -5.3254617e-001  3.1070196e-002  8.8948787e-002 -5.6410256e-002 -2.9596074e-001 -6.6626360e-001 -1.8918919e-001 -5.1290685e-001  2.5675077e-002 -9.2199626e-001 -9.7388914e-001 -9.6314811e-001 -5.3744893e-001 -9.1553785e-001 -9.3532023e-001 -9.9040989e-001 -9.7970553e-001 -9.7975709e-001 -3.2744058e-001 -9.9242834e-001 -9.8956301e-001 -8.6559012e-001 -6.3409563e-001 -4.8614232e-001  1.4187800e-001 -3.0373002e-001  3.5447761e-001 -6.9163952e-001  7.1720117e-001 -9.0627154e-001 -9.7587372e-001  1.0070493e-002 -5.5755250e-001 -6.9286229e-001 -6.7415134e-001 -8.8712099e-001  2.0000000e+000
 -2.0819113e-001 -2.7272727e-001 -8.8703604e-001 -3.0263158e-001 -8.6461046e-001 -9.3582484e-001 -8.4197210e-001 -5.1424501e-001 -3.2703003e-001  3.0882353e-001 -7.0861748e-001 -9.3015573e-001 -1.6252073e-001 -5.9768451e-001 -6.7218067e-001 -7.3596552e-001 -8.1271838e-001 -8.7129783e-001 -8.4278301e-001 -9.0340224e-001 -9.2475354e-001 -8.9924108e-001 -6.9527897e-001 -8.3755685e-001 -9.9844796e-001  4.9323665e-001 -5.0784593e-001 -8.2210928e-001 -8.7311089e-001 -9.0025556e-001  5.2526690e-002 -5.0382821e-001  2.8995854e-001 -5.6367432e-001 -5.1364764e-001 -8.8557757e-001 -7.6848875e-001 -9.8280247e-001 -9.0760816e-001 -5.6133540e-001  2.8861789e-001 -1.0005886e-002 -6.4918315e-001 -3.2524590e-001 -2.6782547e-001 -8.3668234e-001 -8.2265216e-001 -8.2265216e-001 -7.7478085e-001  1.5623063e-001 -9.7857689e-001  2.1961269e-001 -7.2910663e-001 -8.8677404e-001 -9.2501956e-001  6.8757842e-001 -6.1633207e-001 -6.1633207e-001 -7.5119617e-001 -8.7505591e-001 -7.9224195e-001 -2.7536232e-001 -3.1214048e-001 -1.0932106e-001  8.3557951e-002  1.7948718e-001 -9.3582484e-001 -5.8403869e-001 -8.2162162e-001 -2.6599327e-001  5.0464807e-002 -8.8418832e-001 -9.6823943e-001 -3.6166008e-001 -5.7694054e-001 -9.8151394e-001 -9.2454027e-001  4.0690488e-001  5.6028651e-001  5.4647069e-001  4.5767040e-001  7.9913467e-001  8.7139810e-001  1.0000000e+000 -3.0977131e-001  4.4868914e-001 -4.5681974e-001 -1.4387211e-001 -4.8507463e-002 -6.8512486e-001  3.2653061e-001 -7.8497588e-001 -8.9963466e-001 -3.1218530e-002  8.7572816e-001 -2.0692141e-001 -8.1046676e-001 -8.4148904e-001  2.0000000e+000
 -3.7883959e-001  4.8803828e-001 -3.9250493e-001  1.2061403e-001 -7.2581614e-001 -6.1683654e-001 -8.9477781e-001 -5.7407407e-001 -3.2758621e-001  2.5000000e-001 -7.6007440e-001  5.4506843e-001 -4.4444444e-001 -2.8605885e-001 -9.7655351e-001 -9.9776513e-001 -9.2103424e-001 -9.4524364e-001 -8.6084951e-001 -9.7923426e-001 -1.0000000e+000 -9.4865170e-001 -6.3519313e-001 -7.4398960e-001 -8.5236201e-001 -9.7517780e-001 -8.8801712e-001 -5.0190597e-001 -9.6359176e-001 -9.7529621e-001 -9.8790036e-001 -9.8958003e-001 -9.8318747e-001 -8.2881002e-001 -9.9986215e-001 -8.9993239e-001 -7.3376206e-001 -9.8183360e-001 -9.2948530e-001 -6.3742236e-001  1.0000000e+000  1.2183637e-001 -8.2287188e-001 -9.7311475e-001 -5.7147925e-001 -9.8802907e-001 -9.6694881e-001 -9.6694881e-001 -8.6199146e-001  4.3273404e-001 -6.2815608e-001  3.1520396e-001 -8.8011527e-001 -8.5065886e-001 -8.9955182e-001  1.1292346e-001 -7.4939385e-001 -7.4939385e-001 -8.2166159e-001 -9.7316237e-001 -7.4950690e-001 -6.6183575e-001 -4.3505904e-001  6.7894131e-002 -1.4285714e-001  1.5897436e-001 -6.1683654e-001 -5.2599758e-001 -1.9459460e-001 -2.6823793e-001 -2.0362992e-002 -9.2008596e-001 -9.5403878e-001 -9.7209951e-001 -5.6468452e-001 -9.2223108e-001 -9.1756500e-001 -9.8984159e-001 -9.1643454e-001 -9.7817286e-001 -9.7191122e-001 -9.9145484e-001 -9.8556972e-001 -9.0501069e-001 -6.6320166e-001 -6.2696629e-001 -2.3474983e-001 -3.0017762e-001  6.4925373e-001 -3.9847991e-001  2.0699709e-001 -9.2786584e-001 -9.8152616e-001 -3.4239678e-001 -9.8536916e-001 -8.3273252e-001 -9.7489392e-001 -9.2854998e-001  3.0000000e+000
 -6.5187713e-001  1.2918660e-001 -7.5649991e-001 -1.6008772e-001 -7.1700381e-002 -8.0218950e-001 -8.6753163e-001 -6.2820513e-001 -3.5817575e-001  2.2875817e-001 -7.6565406e-001  9.2968381e-002 -4.8258706e-001 -2.6965750e-001 -9.4979862e-001 -9.9499814e-001 -8.7421384e-001 -9.3769284e-001 -8.7853162e-001 -9.6829517e-001 -9.5868822e-001 -9.6835136e-001 -6.8025751e-001 -7.6608187e-001 -8.5973421e-001 -9.8075582e-001 -9.0870185e-001 -6.0864041e-001 -8.0883219e-001 -9.7134670e-001 -7.4306050e-001 -7.4004440e-001 -7.4263012e-001 -8.3298539e-001 -9.1452992e-001  2.0122744e-001 -5.2368703e-001 -6.9989100e-001 -2.8684442e-001 -6.2500000e-001  4.9593496e-001  1.4184815e-001 -7.9879622e-001 -5.4901639e-001 -6.7825470e-001 -9.8175859e-001 -9.7621927e-001 -9.7621927e-001 -8.7367948e-001  3.0998140e-001 -6.4651874e-001  2.7400082e-001 -9.4005764e-001 -8.5651537e-001 -8.9371843e-001  4.5169385e-002 -5.5581418e-001 -5.5581418e-001 -8.6515877e-001 -9.5795438e-001 -7.8369494e-001 -6.0386473e-001 -5.1801393e-001 -8.8607595e-002  1.2668464e-001  8.3760684e-002 -8.0218950e-001 -4.7279323e-001 -2.4864865e-001 -2.6599327e-001  2.1248340e-002 -9.2175747e-001 -9.6488013e-001 -9.7326203e-001 -5.7739446e-001 -9.2063745e-001 -8.6303107e-001 -9.8842083e-001 -9.6763497e-001 -9.7878895e-001 -9.6719701e-001 -9.8712818e-001 -9.8293779e-001 -8.9408692e-001 -9.4178794e-001 -5.8352060e-001  3.2796436e-001 -5.8614565e-002  2.7611940e-001 -6.9163952e-001  5.2769679e-001 -9.0535263e-001 -8.9646378e-001 -2.1651561e-001  2.8823662e-001 -8.2552271e-001 -9.7878359e-001 -9.1654158e-001  3.0000000e+000
 -6.1774744e-001  4.4019139e-001 -9.4046979e-001 -1.3377193e-001 -7.5685960e-001 -9.2978482e-001 -8.7414856e-001 -5.7692308e-001 -3.1813126e-001  7.5163399e-002 -8.6422815e-001  8.9664940e-003 -4.0464345e-001 -4.1148094e-001 -8.7255466e-001 -8.5941574e-001 -8.3997205e-001 -9.3925507e-001 -8.9121661e-001 -9.3659034e-001 -9.3561800e-001 -9.4832876e-001 -6.9957081e-001 -7.0370370e-001 -8.3257348e-001 -9.7489890e-001 -8.6947218e-001 -5.8576874e-001 -8.2394504e-001 -9.7382483e-001 -3.8846975e-001 -9.2035519e-001 -6.4670659e-001 -8.5177453e-001 -8.2161566e-001 -2.5136527e-001  3.8606645e-001  1.3079811e-002 -4.6498682e-001  4.5962733e-001  4.7154472e-001  3.6668629e-001 -5.4772141e-001 -8.9983607e-001 -4.0901029e-001 -7.2694884e-001 -4.4296655e-001 -4.4296655e-001 -7.4421218e-001  2.8766274e-001 -7.9035960e-001  4.1326741e-001 -8.8242075e-001 -9.2972182e-001 -9.0410472e-001  3.1367629e-002 -2.9453981e-001 -2.9453981e-001 -8.1470204e-001 -8.2973013e-001 -7.9881657e-001 -4.3317230e-001 -3.2061762e-001 -5.1898734e-001  1.3746631e-001 -7.6923077e-002 -9.2978482e-001 -5.3567110e-001 -8.6486487e-001 -7.0370370e-001  1.1509517e-002 -9.2398615e-001 -9.8244007e-001 -9.7535457e-001 -6.0689968e-001 -9.1426295e-001 -6.6201649e-001 -9.9424593e-001 -9.7148163e-001 -9.7896497e-001 -7.5564722e-001 -9.9102217e-001 -9.8901847e-001 -8.0384707e-001 -5.6340956e-001 -5.4906367e-001 -7.6216587e-001 -3.2149201e-001  2.1268657e-001 -8.6536373e-001 -6.2682216e-001 -8.3643464e-001 -9.3658234e-001 -9.1641490e-002 -4.0022579e-001 -8.4138428e-001 -9.1036068e-001 -8.8471930e-001  3.0000000e+000
 -4.7781570e-001  2.6315789e-001 -9.4656625e-001 -1.6447368e-001 -9.5133187e-001 -9.4035485e-001 -8.8063574e-001 -6.3675214e-001 -3.3537264e-001  3.3660131e-001 -7.9913205e-001 -9.2968381e-002 -3.2338309e-001 -2.4264351e-001 -9.9395857e-001 -9.8925132e-001 -9.0426275e-001 -9.4602476e-001 -8.4508937e-001 -9.8776305e-001 -9.8833076e-001 -6.7866947e-001 -5.2575107e-001 -5.6725146e-001 -4.6590358e-001 -9.0628922e-001 -8.2239658e-001 -3.7484117e-001 -9.5956820e-001 -9.3696275e-001 -8.1750890e-001 -8.7178906e-001 -8.4488715e-001 -8.5177453e-001 -9.6457127e-001 -9.1532740e-001 -8.1822079e-001 -9.8401356e-001 -9.6757496e-001 -5.9006211e-001  2.9268293e-001 -2.7722190e-001 -7.7472055e-001 -7.4393443e-001 -6.0127705e-001 -9.5838678e-001 -9.8065296e-001 -9.8065296e-001 -8.4985390e-001  4.9287043e-001 -6.2050497e-001  1.8417800e-001 -9.5273775e-001 -9.1117618e-001 -8.9841360e-001  2.6097867e-001 -7.7102124e-002 -7.7102124e-002 -8.6950848e-001 -9.2783659e-001 -7.3898751e-001 -5.8132045e-001 -5.0590372e-001 -4.5224396e-001  0.0000000e+000 -1.2136752e-001 -9.4035485e-001 -6.3240629e-001 -2.5405405e-001 -7.5308642e-001  7.7467906e-002 -9.2088192e-001 -9.9373950e-001 -9.7058824e-001 -5.6059918e-001 -9.3115538e-001 -9.2200381e-001 -9.9183065e-001 -9.6126807e-001 -9.7676465e-001 -9.7387547e-001 -9.9264467e-001 -9.8901847e-001 -8.9741154e-001 -7.7130977e-001 -7.8426966e-001  2.4845785e-001 -2.2202487e-001  3.9925373e-001 -8.5016287e-001  3.5568513e-001 -9.4073053e-001 -9.4526780e-001 -2.1953676e-001 -7.1397607e-001 -8.3129056e-001 -9.7931400e-001 -9.2494746e-001  4.0000000e+000
 -4.1638225e-001  3.3492823e-001 -9.5983504e-001 -8.3333333e-002 -9.7957140e-001 -9.4865987e-001 -8.7142394e-001 -5.9544160e-001 -3.3481646e-001  2.8921569e-001 -7.9169250e-001  4.5776310e-002 -3.2504146e-001 -2.6193922e-001 -9.8374569e-001 -9.8148247e-001 -9.0076869e-001 -9.6815643e-001 -8.4393619e-001 -9.8386947e-001 -9.9409832e-001  1.0608752e-001  6.6523605e-002 -1.3450292e-001 -5.8560481e-001 -6.7703249e-001 -3.3880171e-001 -3.4307497e-002 -9.5014720e-001 -9.7343762e-001 -7.5886121e-001 -8.3237439e-001 -7.7637034e-001 -8.6847599e-001 -8.3691756e-001 -9.1761585e-001 -8.5166131e-001 -9.9079569e-001 -9.5253443e-001 -5.8074534e-001  1.9105691e-001 -2.8428487e-001 -7.0421324e-001 -9.1426230e-001 -5.8779709e-001 -9.4527576e-001 -9.7299476e-001 -9.7299476e-001 -8.5794561e-001  5.1828890e-001 -6.0367253e-001  2.4598270e-001 -9.4927954e-001 -8.9067838e-001 -8.8617771e-001  4.1781681e-001  3.0549898e-002  3.0549898e-002 -8.0948238e-001 -9.0755927e-001 -7.5410914e-001 -6.1996779e-001 -4.9500454e-001 -3.7169160e-001  1.8867925e-002 -8.0341880e-002 -9.4865987e-001 -5.7920193e-001 -8.1081081e-001 -6.9248036e-001  8.7649402e-002 -8.9891352e-001 -9.1876622e-001 -9.1862358e-001 -5.7830231e-001 -9.1298805e-001 -9.0995561e-001 -9.9048093e-001 -9.4216740e-001 -9.7870093e-001 -8.8528776e-001 -9.9329367e-001 -9.8275627e-001 -8.0479696e-001 -8.0457380e-001 -5.9101124e-001  1.6415353e-001 -1.8294849e-001  1.8656716e-001 -5.7437568e-001  3.0029154e-001 -8.9340685e-001 -9.4664645e-001 -2.0644512e-001 -8.0334161e-002 -8.2263879e-001 -9.7118105e-001 -9.2975083e-001  4.0000000e+000
